DrawingName,Number,BaseNumber,Number_right,SerialNumber,EngineNumber,SalesModel,Unnamed: 0,model,part,title,description,description_right,item_number,image_url,url,description_cleaned,title_cleaned,description_cleaned_cleaned,title_cleaned_cleaned,cat_title_cleaned_cleaned_y,combined_name
128-E5189-2,128/E5189 3,128/E5189,B120-3-103,2268411,SH320/40596U2949014,3CX 14M4NM,2156,"Sideshift. Direct Control. AWS, Sideshift. Easycontrol. 2WS, Centremount. Direct Control. AWS, Sideshift. Easycontrol. AWS, Sideshift. Direct Control. 2WS, 4CX14CM BR, Centremount. Direct Control. 2WS, Centremount. Easycontrol. AWS, Centremount. Easycontrol. 2WS",128/E5189 3,"Бак топливный JCB 3cx 4cx 5cx в сборе (БАК,ДАТЧИК,КРЫШКА)",Tank Diesel plastic,"Оригинальный топливный бак JCB 128/E5189 имеет увеличенный срок службы, и большой запас прочности.Топливный бак JCB 3cx 4cx",A,https://jcbdetal.ru/images/thumbnails/917/750/detailed/3/128-E5189_копия5.jpg,https://jcbdetal.ru/toplivnaya-sistema/bak-toplivnyy-jcb-3cx-4cx-5cx-v-sbore-bak-datchik-kryshka/,Tank Diesel plastic,"Бак топливный в сборе (БАК,ДАТЧИК,КРЫШКА)",Tank Diesel plastic,Бак топливный в сборе,Бак топливный,Бак топливный в сборе Tank Diesel plastic
128-E5189-2,128/E5189 3,128/E5189,B120-3-103,2268411,SH320/40596U2949014,3CX 14M4NM,2157,"Sideshift. Direct Control. AWS, Sideshift. Easycontrol. 2WS, Centremount. Direct Control. AWS, Sideshift. Easycontrol. AWS, Sideshift. Direct Control. 2WS, 4CX14CM BR, Centremount. Direct Control. 2WS, Centremount. Easycontrol. AWS, Centremount. Easycontrol. 2WS",128/E5189 3,"Бак топливный JCB 3cx 4cx 5cx в сборе (БАК,ДАТЧИК,КРЫШКА)",Tank Diesel plastic,"Оригинальный топливный бак JCB 128/E5189 имеет увеличенный срок службы, и большой запас прочности.Топливный бак JCB 3cx 4cx",A,,https://jcbdetal.ru/elementy-kuzova/bak-toplivnyy-jcb-3cx-4cx-5cx-v-sbore-bak-datchik-kryshka/,Tank Diesel plastic,"Бак топливный в сборе (БАК,ДАТЧИК,КРЫШКА)",Tank Diesel plastic,Бак топливный в сборе,Бак топливный,Бак топливный в сборе Tank Diesel plastic
128-E5189-2,128/E5189 3,128/E5189,B120-3-103,2268411,SH320/40596U2949014,3CX 14M4NM,2158,"Sideshift. Direct Control. AWS, Sideshift. Easycontrol. 2WS, Centremount. Direct Control. AWS, Sideshift. Easycontrol. AWS, Sideshift. Direct Control. 2WS, 4CX14CM BR, Centremount. Direct Control. 2WS, Centremount. Easycontrol. AWS, Centremount. Easycontrol. 2WS",128/E5189 3,"Бак топливный JCB 3cx 4cx 5cx в сборе (БАК,ДАТЧИК,КРЫШКА)",Tank Diesel plastic,"Оригинальный топливный бак JCB 128/E5189 имеет увеличенный срок службы, и большой запас прочности.Топливный бак JCB 3cx 4cx",A,https://jcbdetal.ru/images/thumbnails/917/750/detailed/3/128-E5189_копия5.jpg,https://jcbdetal.ru/toplivnaya-sistema/bak-toplivnyy-jcb-3cx-4cx-5cx-v-sbore-bak-datchik-kryshka/,Tank Diesel plastic,"Бак топливный в сборе (БАК,ДАТЧИК,КРЫШКА)",Tank Diesel plastic,Бак топливный в сборе,Бак топливный,Бак топливный в сборе Tank Diesel plastic
128-E5189-2,128/E5189 3,128/E5189,B120-3-103,2268411,SH320/40596U2949014,3CX 14M4NM,2159,"Sideshift. Direct Control. AWS, Sideshift. Easycontrol. 2WS, Centremount. Direct Control. AWS, Sideshift. Easycontrol. AWS, Sideshift. Direct Control. 2WS, 4CX14CM BR, Centremount. Direct Control. 2WS, Centremount. Easycontrol. AWS, Centremount. Easycontrol. 2WS",128/E5189 3,"Бак топливный JCB 3cx 4cx 5cx в сборе (БАК,ДАТЧИК,КРЫШКА)",Tank Diesel plastic,"Оригинальный топливный бак JCB 128/E5189 имеет увеличенный срок службы, и большой запас прочности.Топливный бак JCB 3cx 4cx",A,,https://jcbdetal.ru/elementy-kuzova/bak-toplivnyy-jcb-3cx-4cx-5cx-v-sbore-bak-datchik-kryshka/,Tank Diesel plastic,"Бак топливный в сборе (БАК,ДАТЧИК,КРЫШКА)",Tank Diesel plastic,Бак топливный в сборе,Бак топливный,Бак топливный в сборе Tank Diesel plastic
128-E5189-2,128/E5189 3,128/E5189,B120-3-103,2268411,SH320/40596U2949014,3CX 14M4NM,2160,"Sideshift. Direct Control. AWS, Sideshift. Easycontrol. 2WS, Centremount. Direct Control. AWS, Sideshift. Easycontrol. AWS, Sideshift. Direct Control. 2WS, 4CX14CM BR, Centremount. Direct Control. 2WS, Centremount. Easycontrol. AWS, Centremount. Easycontrol. 2WS",128/E5189 3,"Бак топливный JCB 3cx 4cx 5cx в сборе (БАК,ДАТЧИК,КРЫШКА)",Tank Diesel plastic,"Оригинальный топливный бак JCB 128/E5189 имеет увеличенный срок службы, и большой запас прочности.Топливный бак JCB 3cx 4cx",A,https://jcbdetal.ru/images/thumbnails/917/750/detailed/3/128-E5189_копия5.jpg,https://jcbdetal.ru/toplivnaya-sistema/bak-toplivnyy-jcb-3cx-4cx-5cx-v-sbore-bak-datchik-kryshka/,Tank Diesel plastic,"Бак топливный в сборе (БАК,ДАТЧИК,КРЫШКА)",Tank Diesel plastic,Бак топливный в сборе,Бак топливный,Бак топливный в сборе Tank Diesel plastic
128-E5189-2,128/E5189 3,128/E5189,B120-3-103,2268411,SH320/40596U2949014,3CX 14M4NM,2161,"Sideshift. Direct Control. AWS, Sideshift. Easycontrol. 2WS, Centremount. Direct Control. AWS, Sideshift. Easycontrol. AWS, Sideshift. Direct Control. 2WS, 4CX14CM BR, Centremount. Direct Control. 2WS, Centremount. Easycontrol. AWS, Centremount. Easycontrol. 2WS",128/E5189 3,"Бак топливный JCB 3cx 4cx 5cx в сборе (БАК,ДАТЧИК,КРЫШКА)",Tank Diesel plastic,"Оригинальный топливный бак JCB 128/E5189 имеет увеличенный срок службы, и большой запас прочности.Топливный бак JCB 3cx 4cx",A,,https://jcbdetal.ru/elementy-kuzova/bak-toplivnyy-jcb-3cx-4cx-5cx-v-sbore-bak-datchik-kryshka/,Tank Diesel plastic,"Бак топливный в сборе (БАК,ДАТЧИК,КРЫШКА)",Tank Diesel plastic,Бак топливный в сборе,Бак топливный,Бак топливный в сборе Tank Diesel plastic
556-60400-1,556/60400 3,556/60400,E450-1-2,2268411,SH320/40596U2949014,3CX 14M4NM,3510,"Sideshift. Easycontrol. 2WS, Sideshift. Easycontrol. AWS, Centremount. Easycontrol. AWS, Centremount. Direct Control. 2WS, 3CXD14M3NM, 3CXD14M2CM, Centremount. Easycontrol. 2WS, 3CXD14L4CM, Sideshift. Direct Control. 2WS, 3CXD14L2CM, Sideshift. Direct Control. AWS, Centremount. Direct Control. AWS, 3CXD14M2NM",556/60400 2,Гидроцилиндр челюсти,"Ram stabiliser sideshift, 70 x 40","Гидроцилиндр челюсти переднего ковша экскаватора - погрузчика 3CX - 4CX, правый. Служит для ""открытия"" челюсти переднего ковша.",A,https://jcbdetal.ru/images/thumbnails/700/573/detailed/3/Гидроцилиндр_челюсти.jpg,https://jcbdetal.ru/gidravlika/gidrocilindr-chelyusti/,"Ram stabiliser sideshift,",Гидроцилиндр челюсти,"Ram stabiliser sideshift,",Гидроцилиндр челюсти,Гидроцилиндр челюсти,"Гидроцилиндр челюсти Ram stabiliser sideshift,"
556-60400-1,556/60400 3,556/60400,E450-1-2,2268411,SH320/40596U2949014,3CX 14M4NM,3512,"Sideshift. Easycontrol. 2WS, Sideshift. Easycontrol. AWS, Centremount. Easycontrol. AWS, Centremount. Direct Control. 2WS, 3CXD14M3NM, 3CXD14M2CM, Centremount. Easycontrol. 2WS, 3CXD14L4CM, Sideshift. Direct Control. 2WS, 3CXD14L2CM, Sideshift. Direct Control. AWS, Centremount. Direct Control. AWS, 3CXD14M2NM",556/60400 3,Гидроцилиндр челюсти,"Ram stabiliser sideshift, 70 x 40","Гидроцилиндр челюсти переднего ковша экскаватора - погрузчика 3CX - 4CX, правый. Служит для ""открытия"" челюсти переднего ковша.",A,https://jcbdetal.ru/images/thumbnails/700/573/detailed/3/Гидроцилиндр_челюсти.jpg,https://jcbdetal.ru/gidravlika/gidrocilindr-chelyusti/,"Ram stabiliser sideshift,",Гидроцилиндр челюсти,"Ram stabiliser sideshift,",Гидроцилиндр челюсти,Гидроцилиндр челюсти,"Гидроцилиндр челюсти Ram stabiliser sideshift,"
556-60459-1,556/60459 2,556/60459,E415-1-2,2268411,SH320/40596U2949014,3CX 14M4NM,1495,"3CXS-PC, 4CX-PC, Sideshift. Easycontrol. 2WS, 3CXS, 217/3CX 17-PC, 3CX-T-PC, Sideshift. Easycontrol. AWS, 214S/4CX 14-PC, Centremount. Direct Control. AWS, 214/3CX 14, 3C PLUS (91HP), 3CX, 215S/4CX 15-PC, Sideshift. Direct Control. 2WS, 214e/3C-LL, Sideshift. Direct Control. AWS, 4CX, 214S/4CX 14, 411, 217/3CX 17, 214e/3C 14, 3CX-T, 215S/4CX 15, 4CXM (FRANCE), Centremount. Direct Control. 2WS, Centremount. Easycontrol. AWS, 3C 14 (84HP), .411, 215/3CX 15-PC, Centremount. Easycontrol. 2WS, 3C, 217S/4CX 17-PC, 4CX14CM BR, 215/3CX 15, 217S/4CX 17, 214/3CX 14-PC",556/60459 2,Гидроцилиндр целюсти JCB 3cx 4cx,"Ram clamshovel 70x40, 470 closed centres",Гидроцилиндр челюсти JCB  экскаватора - погрузчика  JCB 4CX 3CX.,A,https://jcbdetal.ru/images/thumbnails/1146/937/detailed/4/556-60459.jpg,https://jcbdetal.ru/gidravlika/gidrocilindr-celyusti-jcb-3cx-4cx/,Ram clamshovel closed centres,Гидроцилиндр целюсти,Ram clamshovel closed centres,Гидроцилиндр целюсти,Гидроцилиндр целюсти,Гидроцилиндр целюсти Ram clamshovel closed centres
556-60459-1,556/60459 2,556/60459,E415-1-2,2268411,SH320/40596U2949014,3CX 14M4NM,1520,"3CXS-PC, 4CX-PC, Sideshift. Easycontrol. 2WS, 3CXS, 217/3CX 17-PC, 3CX-T-PC, Sideshift. Easycontrol. AWS, 214S/4CX 14-PC, Centremount. Direct Control. AWS, 214/3CX 14, 3C PLUS (91HP), 3CX, 215S/4CX 15-PC, Sideshift. Direct Control. 2WS, 214e/3C-LL, Sideshift. Direct Control. AWS, 4CX, 214S/4CX 14, 411, 217/3CX 17, 214e/3C 14, 3CX-T, 215S/4CX 15, 4CXM (FRANCE), Centremount. Direct Control. 2WS, Centremount. Easycontrol. AWS, 3C 14 (84HP), .411, 215/3CX 15-PC, Centremount. Easycontrol. 2WS, 3C, 217S/4CX 17-PC, 4CX14CM BR, 215/3CX 15, 217S/4CX 17, 214/3CX 14-PC",556/60459 1,Гидроцилиндр целюсти JCB 3cx 4cx,"Ram clamshovel 70x40, 470 closed centres",Гидроцилиндр челюсти JCB  экскаватора - погрузчика  JCB 4CX 3CX.,A,https://jcbdetal.ru/images/thumbnails/1146/937/detailed/4/556-60459.jpg,https://jcbdetal.ru/gidravlika/gidrocilindr-celyusti-jcb-3cx-4cx/,Ram clamshovel closed centres,Гидроцилиндр целюсти,Ram clamshovel closed centres,Гидроцилиндр целюсти,Гидроцилиндр целюсти,Гидроцилиндр целюсти Ram clamshovel closed centres
128-G2288-1,128/G2288 2,128/G2288,B170-11-3,2268411,SH320/40596U2949014,3CX 14M4NM,2375,"Centremount. Direct Control. 2WS, 3CXD14L2CM, Sideshift. Direct Control. 2WS, Sideshift. Direct Control. AWS, 3CXD14M3NM, Centremount. Direct Control. AWS, 4CX14CM BR, 3CXG14L4CM, 3CXD14M2CM, Sideshift. Easycontrol. 2WS, 3CXD14L4CM, Centremount. Easycontrol. 2WS, 3CXD14M2NM, 3CXB14M2CM, E3CX T2, Centremount. Easycontrol. AWS, Sideshift. Easycontrol. AWS",128/G2288 2,Капот,Bonnet Assembly ABI,"Капот артикул 128/G2288. Подходит для моделей  JCB 3CX, JCB 4CX.",A,https://jcbdetal.ru/images/thumbnails/3608/2952/detailed/5/3b12b1f2-c6bc-11ea-937e-c8600076e4c1_20ec5de4-cb16-11ea-82fd-201a0621aa27-min.jpeg,https://jcbdetal.ru/elementy-kuzova/kapot/,Bonnet Assembly ABI,Капот,Bonnet Assembly ABI,Капот,Капот,Капот Bonnet Assembly ABI
128-F9250-2,128/H9642 1,128/H9642,B170-23-1,2268411,SH320/40596U2949014,3CX 14M4NM,1276,"Centremount. Direct Control. 2WS, Centremount. Easycontrol. AWS, Sideshift. Easycontrol. AWS, Sideshift. Direct Control. 2WS, 3CXD14M3NM, 3CXD14L4CM, Centremount. Direct Control. AWS, E3CX T2, 3CXD14M2NM, 3CXG14L4CM, 3CXD14L2CM, 3CXD14M2CM, Centremount. Easycontrol. 2WS, Sideshift. Direct Control. AWS, 3CXB14M2CM, Sideshift. Easycontrol. 2WS",128/H9642 1,Решетка радиатора JCB 3cx,Grille Assembly 2WS,"Решетка радиатора маленькая со скосами JCB 3cx  радиатора без замка ,ключа и эмблемы JCB",A,https://jcbdetal.ru/images/thumbnails/1936/1584/detailed/4/128-H9642.jpeg,https://jcbdetal.ru/elementy-kuzova/reshetka-radiatora-jcb-3cx/,Grille Assembly,Решетка радиатора,Grille Assembly,Решетка радиатора,Решетка радиатора,Решетка радиатора Grille Assembly
561-60177-2,559/60229 4,559/60229,E465-3-4,2268411,SH320/40596U2949014,3CX 14M4NM,4158,"Sideshift. Easycontrol. AWS, Centremount. Direct Control. 2WS, Sideshift. Direct Control. AWS, Centremount. Direct Control. AWS, Centremount. Easycontrol. 2WS, Sideshift. Easycontrol. 2WS, Sideshift. Direct Control. 2WS, Centremount. Easycontrol. AWS",559/60229 4,Гидроцилиндр рукояти задней стрелы экскаватора - погрузчика JCB 4CX 3CX.,Ram dipper 100 X 60,Гидроцилиндр рукояти задней стрелы экскаватора - погрузчика JCB 4CX 3CX.,A,https://jcbdetal.ru/images/thumbnails/894/731/detailed/4/559-60229.jpg,https://jcbdetal.ru/gidravlika/gidrocilindr-rukoyati-zadney-strely-ekskavatora-pogruzchika-jcb-4cx-3cx./,Ram dipper,Гидроцилиндр рукояти задней стрелы а - а 4 3.,Ram dipper,Гидроцилиндр рукояти задней стрелы а - а 4 3.,Гидроцилиндр,Гидроцилиндр рукояти задней стрелы а - а 4 3. Ram dipper
128-14725-4,128/14725 6,128/14725,E490-4-6,2268411,SH320/40596U2949014,3CX 14M4NM,2561,"Centremount. Direct Control. 2WS, Sideshift. Easycontrol. AWS, Sideshift. Direct Control. 2WS, Centremount. Direct Control. AWS, Sideshift. Direct Control. AWS, Centremount. Easycontrol. 2WS, 4CXM-WW, Sideshift. Easycontrol. 2WS, 4CXM, Centremount. Easycontrol. AWS",128/14725 4,Гидравлический фиксатор каретки (2 входа) (аналог),Cylinder clamp top ( 2 ports ),"Экскаваторы-погрузчикиJCB 3CX: 3CX 14M2WA, 3CX 14M2WM, 3CX-4T, 3CX-4WS-SM, 3CXCSM 4T, 3CXD14M2NM, 3CXS14M2NM, 3CXSM 4TJCB 4CX: 4CX 14H2WA, 4CX 14H2WM, 4CX-4WS, 4CX-4WS-SMJCB 5CX",A,https://jcbdetal.ru/images/thumbnails/1296/1060/detailed/5/128_14725.png,https://jcbdetal.ru/gidravlika/gidravlicheskiy-fiksator-karetki-2-vhoda-analog/,Cylinder clamp top ( 2 ports ),Гидравлический фиксатор (2 входа),Cylinder clamp top ( 2 ports ),Гидравлический фиксатор (2 входа),Гидравлический фиксатор,Гидравлический фиксатор (2 входа) Cylinder clamp top ( 2 ports )
128-14725-4,128/14725 6,128/14725,E490-4-6,2268411,SH320/40596U2949014,3CX 14M4NM,2566,"Centremount. Direct Control. 2WS, Sideshift. Easycontrol. AWS, Sideshift. Direct Control. 2WS, Centremount. Direct Control. AWS, Sideshift. Direct Control. AWS, Centremount. Easycontrol. 2WS, 4CXM-WW, Sideshift. Easycontrol. 2WS, 4CXM, Centremount. Easycontrol. AWS",128/14725 6,Гидравлический фиксатор каретки (2 входа) (аналог),Cylinder clamp top ( 2 ports ),"Экскаваторы-погрузчикиJCB 3CX: 3CX 14M2WA, 3CX 14M2WM, 3CX-4T, 3CX-4WS-SM, 3CXCSM 4T, 3CXD14M2NM, 3CXS14M2NM, 3CXSM 4TJCB 4CX: 4CX 14H2WA, 4CX 14H2WM, 4CX-4WS, 4CX-4WS-SMJCB 5CX",A,https://jcbdetal.ru/images/thumbnails/1296/1060/detailed/5/128_14725.png,https://jcbdetal.ru/gidravlika/gidravlicheskiy-fiksator-karetki-2-vhoda-analog/,Cylinder clamp top ( 2 ports ),Гидравлический фиксатор (2 входа),Cylinder clamp top ( 2 ports ),Гидравлический фиксатор (2 входа),Гидравлический фиксатор,Гидравлический фиксатор (2 входа) Cylinder clamp top ( 2 ports )
559-60215-6,559/60215 6,559/60215,E445-1-4,2268411,SH320/40596U2949014,3CX 14M4NM,3799,"Sideshift. Direct Control. AWS, Sideshift. Easycontrol. 2WS, Centremount. Direct Control. AWS, Centremount. Easycontrol. 2WS, Sideshift. Direct Control. 2WS, Centremount. Easycontrol. AWS, Sideshift. Easycontrol. AWS, 4CX14CM BR, Centremount. Direct Control. 2WS",559/60215 6,Гидроцилиндр поворота задней стрелы JCB 3cx 4cx,"Ram slew, 100x60 yellow",Гидроцилиндр поворота задней стрелыэкскаватора - погрузчика JCB 3CX - 4CX. Служит для поворота влево и вправо задней стрелы.,A,https://jcbdetal.ru/images/thumbnails/800/655/detailed/4/559-60215.jpeg,https://jcbdetal.ru/gidravlika/gidrocilindr-povorota-zadney-strely-jcb-3cx-4cx/,"Ram slew,",Гидроцилиндр поворота задней стрелы,"Ram slew,",Гидроцилиндр поворота задней стрелы,Гидроцилиндр поворота,"Гидроцилиндр поворота задней стрелы Ram slew,"
332-F5436-1,332/F5436 1,332/F5436,B120-1-1,2149495,SF320/40437U2762012,540-170,4001,"540-140, 531-70WM, 531-70, 560-80, 535-140, 550-170, .536-60, .531-70, 535-140 HiViZ, .535-125 HiViZ, 526-56, 536-60DS, .541-70, 540-170, 533-105, .550-140, 536-70AG+, .535-95, .540-140, 541-70, 535-125 HiViZ, 550-80, .550-170, 535P125, 536-60, 540-200, .533-105, 550-140, 535-95, .535-140 HiViZ, 541-70WM",332/F5436 1,Бак топливный,Tank Fuel ABI,,1,https://jcbdetal.ru/images/thumbnails/1600/1310/detailed/6/789e5f05-5129-48bd-ae15-73202848b494.jpeg,https://jcbdetal.ru/toplivnaya-sistema/toplivnyy-bak-jcb/bak-toplivnyy-plastikovyy-jcb/bak-toplivnyy-ru/,Tank Fuel ABI,Бак топливный,Tank Fuel ABI,Бак топливный,Бак топливный,Бак топливный Tank Fuel ABI
128-G2288-1,128/G2288 2,128/G2288,B170-11-3,2108951,SH320/40596U0210913,3CX 14M4CM,2375,"Centremount. Direct Control. 2WS, 3CXD14L2CM, Sideshift. Direct Control. 2WS, Sideshift. Direct Control. AWS, 3CXD14M3NM, Centremount. Direct Control. AWS, 4CX14CM BR, 3CXG14L4CM, 3CXD14M2CM, Sideshift. Easycontrol. 2WS, 3CXD14L4CM, Centremount. Easycontrol. 2WS, 3CXD14M2NM, 3CXB14M2CM, E3CX T2, Centremount. Easycontrol. AWS, Sideshift. Easycontrol. AWS",128/G2288 2,Капот,Bonnet Assembly ABI,"Капот артикул 128/G2288. Подходит для моделей  JCB 3CX, JCB 4CX.",A,https://jcbdetal.ru/images/thumbnails/3608/2952/detailed/5/3b12b1f2-c6bc-11ea-937e-c8600076e4c1_20ec5de4-cb16-11ea-82fd-201a0621aa27-min.jpeg,https://jcbdetal.ru/elementy-kuzova/kapot/,Bonnet Assembly ABI,Капот,Bonnet Assembly ABI,Капот,Капот,Капот Bonnet Assembly ABI
459-M5104-4,459/M6678 3,459/M6678,F650-3-3,2108951,SH320/40596U0210913,3CX 14M4CM,2840,"526-56, Sideshift. Easycontrol. AWS, Sideshift. Easycontrol. 2WS, Sideshift. Direct Control. AWS, SS500, SS600, Centremount. Easycontrol. AWS, TM320S, TM320WM, 550-140, 560-80, 4CXM, SS620, 550-80, 550-170, 531-70WM, .531-70, 531-70, Centremount. Easycontrol. 2WS, HS750, Centremount. Direct Control. AWS, 535-95, 540-170, TM320, SS750, 535-140, TG300, 540-140, 536-70AG+, 536-60DS, Sideshift. Direct Control. 2WS, 535P125, PS750, 4CX14CM BR, 541-70WM, SS700, 533-105, TM320 T4F, 4CXM-WW, PS720, 540-200, 541-70, PS760, .541-70, PS740, Centremount. Direct Control. 2WS",459/M6678 3,Распределитель АКПП,Valve block assembly,"Блок 459/M6678 от производителя JCB. Подходит для моделей JCB 4CX, JCB 531-70.",A,https://jcbdetal.ru/images/thumbnails/960/786/detailed/5/товар_1rtp-ot.jpg,https://jcbdetal.ru/transmissiya/raspredelitel-akpp/,Valve block assembly,Распределитель АКПП,Valve block assembly,Распределитель АКПП,Распределитель АКПП,Распределитель АКПП Valve block assembly
